Ausfuhren von Kriegsmaterial nach Kategorie pro Endempfängerstaat (01.01. - 31.12.2010);;;;;;;;;;;;;;
Exportations de matériel de guerre par catégorie et pays de destination (01.01. - 31.12.2010);;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Kontinent;Land;;Total;KM 1;KM 2;KM 3;KM 4;KM 5;KM 6;KM 7;KM 8;KM 10;KM 16;KM 9  / KM 11-15 /
Continent;Pays;;;;;;;;;;;;;KM 17 - 22
;;;;;;;;;;;;;;
Total;;;640'498'611;22'663'662;113'257'153;201'951'368;7'720'031;89'239'894;161'431'242;14'205;20'561'471;23'298'780;360'805;0
;;;;;;;;;;;;;;
Europa;Belgien;Belgique;44'795'585;352'833;14'555;1'685'472;;;42'641'758;;100'967;;;
Europe;Bosnien und Herzeg.;Bosnie et Herzég.;32'801;30'601;2'200;;;;;;;;;
;Bulgarien;Bulgarie;159'417;;;;;;;;159'417;;;
;Dänemark;Danemark;18'057'264;23'960;577'496;14'472'405;;100'666;1'284'237;;1'598'500;;;
;Deutschland;Allemagne;134'294'251;4'898'236;4'352'813;33'999'047;213'665;594'048;86'102'920;10'526;3'592'802;422'290;107'904;
;Estland;Estonie;79'048;79'021;;27;;;;;;;;
;Finnland;Finlande;2'973'737;78'759;14'882;;;;775'814;;;2'104'282;;
;Frankreich;France;17'671'761;2'106'843;3'075'576;9'793'761;111'108;121'116;;;463'460;1'868'776;131'121;
;Griechenland;Grèce;3'592'588;70'946;734'738;;;2'786'904;;;;;;
;Grossbritannien;Grande-Bretagne;51'119'295;511'187;1'268'281;33'572'064;4'387'248;563'622;;;9'730'081;1'086'812;;
;Irland;Irlande;48'037;40'808;;;;;7'229;;;;;
;Island;Islande;2'600;2'600;;;;;;;;;;
;Italien;Italie;25'317'725;1'188'817;222'591;15'802'275;;7'255'611;;;761'376;;87'055;
;Kosovo;Kosovo;13'118;;;13'118;;;;;;;;
;Kroatien;Croatie;40'206;40'206;;;;;;;;;;
;Litauen;Lituanie;14'371;9'487;;4'884;;;;;;;;
;Luxemburg;Luxembourg;542'236;135'346;;406'890;;;;;;;;
;Malta;Malte;7'425;7'425;;;;;;;;;;
;Niederlande;Pays-Bas;15'532'335;1'669'284;5'005'260;1'838'697;;93'670;6'882'045;;43'379;;;
;Norwegen;Norvège;7'306'598;379'698;1'573'872;4'098'859;113'025;;510'027;166;630'951;;;
;Österreich;Autriche;6'344'794;396'396;86'320;4'953'761;;856'661;51'656;;;;;
;Polen;Pologne;693'457;292'643;;395'198;;;;;5'616;;;
;Portugal;Portugal;34'401;;34'401;;;;;;;;;
;Rumänien;Roumanie;194'983;90'170;17'420;25'143;;;62'250;;;;;
;Russland;Russie;512'063;;;512'063;;;;;;;;
;Schweden;Suède;20'817'712;1'137'927;528'070;14'476'029;;1'274'162;1'057'698;;742'390;1'601'436;;
;Serbien;Serbie;3'111;3'111;;;;;;;;;;
;Slowenien;Slovénie;47'948;38'262;5'924;3'762;;;;;;;;
;Spanien;Espagne;32'627'818;79'657;15'338'267;2'181'220;;1'271'536;13'739'648;;639;16'851;;
;Tschechische Rep.;Tchèque, Rép.;846'721;68'887;;15'003;;;;;762'831;;;
;Türkei;Turquie;9'355'696;84'724;1'048'805;8'042'305;;179'532;;;330;;;
