;Ukraine;Ukraine;321'394;310'467;;10'927;;;;;;;;
;Ungarn;Hongrie;124'625;2'937;;121'688;;;;;;;;
;Zypern;Chypre;22'870;476;;;;22'394;;;;;;
;;;393'547'991;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Afrika;Ägypten;Egypte;69'488;69'488;;;;;;;;;;
;Botswana;Botswana;362'506;;;;;;362'506;;;;;
;Kamerun;Cameroun;1'110;1'110;;;;;;;;;;
;Südafrika;Afrique du Sud;1'906'405;27'120;316'930;1'392'379;;48'058;;;121'918;;;
;;;2'339'509;;;;;;;;;;;
;;;;;;;;;;;;;;
Amerika;Argentinien;Argentine;725'031;;502'619;;;222'412;;;;;;
Amérique;Brasilien;Brésil;9'501'067;;352'695;;;2'005'408;7'142'964;;;;;
Amérique;Chile;Chili;240'413;42'981;8'800;;;188'632;;;;;;
;Costa Rica;Costa Rica;450;;;450;;;;;;;;
;Ecuador;Equateur;245'000;;;245'000;;;;;;;;
;Kanada;Canada;14'162'987;552'956;2'779'763;9'412'550;;;162'728;;1'161'168;93'822;;
;Paraguay;Paraguay;1'103;1'103;;;;;;;;;;
;Trinidad Tobago;Trinidad Tobago;1'202;1'202;;;;;;;;;;
;U.S.A;U.S.A;27'140'789;1'031'997;728'852;8'079'958;;525'350;;;635'396;16'104'511;34'725;
;Venezuela;Venezuela;54'130;;54'130;;;;;;;;;
;;;52'072'172;;;;;;;;;;;
;;;;;;;;;;;;;;
Asien;Arabische Emirate;Emirats arabes unis;8'749'045;1'152'396;5'204'347;344'290;1'829'307;204'901;13'804;;;;;
Asie;Bahrain;Bahreïn;3'216'819;149'000;427'897;1'551'696;;1'088'226;;;;;;
;Indien;Inde;6'031'242;3'615'915;311'470;8'250;;2'095'607;;;;;;
;Indonesien;Indonésie;75'770;26'610;;;;;;;49'160;;;
;Japan;Japon;181'273;93'736;10'728;73'296;;;;3'513;;;;
;Jordanien;Jordanie;630'100;100;;;;;630'000;;;;;
;Kasachstan;Kazakhstan;4'085;4'085;;;;;;;;;;
;Katar;Qatar;515'071;515'071;;;;;;;;;;
;Korea (Süd);Corée (Sud);1'264'735;155'291;44'592;;1'064'852;;;;;;;
;Kuwait;Koweït;4'466'109;161'565;;4'304'544;;;;;;;;
;Lebanon;Liban;242'633;242'633;;;;;;;;;;
;Macao;Macao;107'568;19'252;;88'316;;;;;;;;
;Malaysia;Malaisie;1'224'664;125'677;298'616;4'130;826;795'415;;;;;;
;Oman;Oman;5'416'351;;86'960;5'323'162;;6'229;;;;;;
;Pakistan;Pakistan;14'002'395;1'990;363'425;13'595'000;;41'980;;;;;;
;Saudi-Arabien;Arabie Saoudite;132'610'693;106'495;65'876'203;205;;66'623'832;3'958;;;;;
;Singapur;Singapour;8'074'304;111'675;1'973'655;5'910'372;;77'512;;;1'090;;;
;Thailand;Thaïlande;331'680;96'070;14'000;25'200;;196'410;;;;;;
;Turkmenistan;Turkmenistan;110'000;110'000;;;;;;;;;;
;;;187'254'537;;;;;;;;;;;
;;;;;;;;;;;;;;
Australien ;Australien;Australie;5'232'257;69'221;;5'163'036;;;;;;;;
Australie;Neuseeland;Nouvelle-Zélande;52'145;47'209;;4'936;;;;;;;;
;;;5'284'402;;;;;;;;;;;
